id,linha_original,fonte,disciplina,hierarquia_codigo,nivel_profundidade,assunto_nivel_1,assunto_nivel_2,assunto_nivel_3,assunto_nivel_4,assunto_especifico,quantidade_encontrada,porcentagem_encontrada,quantidade_caderno,porcentagem_caderno,ano,banca,cargo,split
8bc39d981c5be18c,155,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),12,1,Controle de Constitucionalidade,,,,Controle de Constitucionalidade,834,1.25,834,1.25,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
ba8c572b406531f9,168,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13,1,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,,,,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,1192,1.79,1192,1.79,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
e8754fe804be397d,2,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),01.01,2,Teoria do Direito Constitucional,Teoria Geral do Direito Constitucional,,,Teoria Geral do Direito Constitucional,367,0.55,367,0.55,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
7ccb93795007b7eb,8,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),01.02,2,Teoria do Direito Constitucional,"Constituição: Conceito, Estrutura, Supremacia e Classificação",,,"Constituição: Conceito, Estrutura, Supremacia e Classificação",347,0.52,347,0.52,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
52a1407712c23f6e,9,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),01.03,2,Teoria do Direito Constitucional,Eficácia das Normas Constitucionais,,,Eficácia das Normas Constitucionais,288,0.43,288,0.43,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
c94643ace4601dbb,10,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),01.04,2,Teoria do Direito Constitucional,"Poder Constituinte (Originário, Derivado, Reformador, Revisor, Decorrente, etc)",,,"Poder Constituinte (Originário, Derivado, Reformador, Revisor, Decorrente, etc)",269,0.4,269,0.4,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
f464b5c654226a23,11,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),01.05,2,Teoria do Direito Constitucional,"Aplicação das Normas Constitucionais no Tempo (Recepção, Repristinação, Desconstitucionalização)",,,"Aplicação das Normas Constitucionais no Tempo (Recepção, Repristinação, Desconstitucionalização)",47,0.07,47,0.07,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
e3c589ce29c86fed,12,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),01.06,2,Teoria do Direito Constitucional,Métodos e Princípios de Interpretação das Normas Constitucionais,,,Métodos e Princípios de Interpretação das Normas Constitucionais,223,0.33,223,0.33,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
e35b4e7cd939899e,13,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),01.07,2,Teoria do Direito Constitucional,Simetria Constitucional,,,Simetria Constitucional,31,0.05,31,0.05,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
cbd2f30ee1490c1f,16,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),03.01,2,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),Características (Direitos Fundamentais),,,Características (Direitos Fundamentais),162,0.24,162,0.24,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
afdd72f4b63a33e5,17,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),03.02,2,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),Gerações de Direitos Fundamentais,,,Gerações de Direitos Fundamentais,66,0.1,66,0.1,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
c1d76aa899175520,18,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),03.03,2,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),,,Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),1381,2.07,1381,2.07,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
431c87157175ae97,19,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),03.04,2,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),"Remédios Constitucionais (art. 5º, LXVIII a LXXIII e LXXVII da CF/1988)",,,"Remédios Constitucionais (art. 5º, LXVIII a LXXIII e LXXVII da CF/1988)",401,0.6,401,0.6,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
6ddb736fc9c9fdc2,26,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),03.05,2,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),Dos Direitos Sociais (arts. 6º a 11 da CF/1988),,,Dos Direitos Sociais (arts. 6º a 11 da CF/1988),341,0.51,341,0.51,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
6910fcd231c83dce,29,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),03.06,2,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),Da Nacionalidade (arts. 12 e 13 da CF/1988),,,Da Nacionalidade (arts. 12 e 13 da CF/1988),324,0.49,324,0.49,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
d9a176caf460930d,35,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),03.07,2,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),Direitos Políticos (arts. 14 a 16 da CF/1988),,,Direitos Políticos (arts. 14 a 16 da CF/1988),395,0.59,395,0.59,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
1b252bb7715dbe0b,39,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),03.08,2,Dos Direitos e Garantias Fundamentais (arts. 5º a 17 da CF/1988),Partidos Políticos (art. 17 da CF/1988),,,Partidos Políticos (art. 17 da CF/1988),85,0.13,85,0.13,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
88d822055ff4c328,41,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),04.01,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),Da Organização Político-Administrativa (arts. 18 e 19 da CF/1988),,,Da Organização Político-Administrativa (arts. 18 e 19 da CF/1988),183,0.27,183,0.27,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
4d83ef62154a055f,42,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),04.02,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),"União: Bens e Competências Exclusivas, Privativas, Comuns e Concorrentes (arts. 20 a 24 da CF/1988)",,,"União: Bens e Competências Exclusivas, Privativas, Comuns e Concorrentes (arts. 20 a 24 da CF/1988)",548,0.82,548,0.82,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
e94a7273e3d1588c,43,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),04.03,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),"Estados Federados - Organização, Competências, Bens (arts. 25 a 28 da CF/1988)",,,"Estados Federados - Organização, Competências, Bens (arts. 25 a 28 da CF/1988)",134,0.2,134,0.2,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
bb4062c7c1056866,44,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),04.04,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),Municípios - Organização e Competências (arts. 29 a 31 da CF/1988),,,Municípios - Organização e Competências (arts. 29 a 31 da CF/1988),215,0.32,215,0.32,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
9497a183c1bdbcf5,45,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),04.05,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),Do Distrito Federal e dos Territórios (arts. 32 e 33 da CF/1988),,,Do Distrito Federal e dos Territórios (arts. 32 e 33 da CF/1988),90,0.13,90,0.13,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
0802a0149aa50638,46,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),04.06,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),Intervenção Federal e Estadual (arts. 34 a 36 da CF/1988),,,Intervenção Federal e Estadual (arts. 34 a 36 da CF/1988),174,0.26,174,0.26,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
d42e6615baee4957,47,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),04.07,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),Administração Pública (arts. 37 a 43 da CF/1988),,,Administração Pública (arts. 37 a 43 da CF/1988),805,1.21,805,1.21,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
e6b6aac522114d2e,52,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),04.08,2,Da Organização do Estado (arts. 18 a 43 da CF/1988),Questões Mescladas de Organização do Estado (arts. 18 a 43 da CF/1988),,,Questões Mescladas de Organização do Estado (arts. 18 a 43 da CF/1988),60,0.09,60,0.09,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
4a9172089db7eac6,54,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),05.01,2,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Legislativo (arts. 44 a 75 da CF/1988),,,Do Poder Legislativo (arts. 44 a 75 da CF/1988),1544,2.31,1544,2.31,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
260f47e03ac50979,76,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),05.02,2,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Executivo (arts. 76 a 91 da CF/1988),,,Do Poder Executivo (arts. 76 a 91 da CF/1988),441,0.66,441,0.66,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
de645eb1374555ba,82,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),05.03,2,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Do Poder Judiciário (arts. 92 a 126 da CF/1988),,,Do Poder Judiciário (arts. 92 a 126 da CF/1988),1090,1.63,1090,1.63,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
cfafdea5248a76e4,103,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),05.04,2,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Funções Essenciais à Justiça (arts. 127 a 135 da CF/1988),,,Funções Essenciais à Justiça (arts. 127 a 135 da CF/1988),565,0.85,565,0.85,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
9746911eaf19d505,116,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),05.05,2,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),Questões Mescladas de Organização dos Poderes (arts. 44 a 135 da CF/1988),,,Questões Mescladas de Organização dos Poderes (arts. 44 a 135 da CF/1988),70,0.1,70,0.1,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
5430c285f64cf3f2,118,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),06.01,2,Defesa do Estado e das Instituições Democráticas (arts. 136 a 144 da CF/1988),Estado de Defesa e de Sítio (arts. 136 a 141 da CF/1988),,,Estado de Defesa e de Sítio (arts. 136 a 141 da CF/1988),118,0.18,118,0.18,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
e57958beb7a704cb,119,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),06.02,2,Defesa do Estado e das Instituições Democráticas (arts. 136 a 144 da CF/1988),Forças Armadas (arts. 142 e 143 da CF/1988),,,Forças Armadas (arts. 142 e 143 da CF/1988),38,0.06,38,0.06,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
64bd321705b4bcc8,120,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),06.03,2,Defesa do Estado e das Instituições Democráticas (arts. 136 a 144 da CF/1988),Segurança Pública (art. 144 da CF/1988),,,Segurança Pública (art. 144 da CF/1988),229,0.34,229,0.34,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
f7cac6ec6300e58a,122,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),07.01,2,Tributação e Orçamento (arts. 145 a 169 da CF/1988),Sistema Tributário Nacional (arts. 145 a 162 da CF/1988),,,Sistema Tributário Nacional (arts. 145 a 162 da CF/1988),244,0.37,244,0.37,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
9c3595cf3872b41b,130,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),07.02,2,Tributação e Orçamento (arts. 145 a 169 da CF/1988),Finanças Públicas (arts. 163 a 169 da CF/1988),,,Finanças Públicas (arts. 163 a 169 da CF/1988),188,0.28,188,0.28,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
fc27fe369ff9a91d,134,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),08.01,2,Da Ordem Econômica e Financeira (arts. 170 a 192 da CF/1988),Princípios Gerais da Ordem Econômica (arts. 170 a 172 e 175 a 181 da CF/1988),,,Princípios Gerais da Ordem Econômica (arts. 170 a 172 e 175 a 181 da CF/1988),205,0.31,205,0.31,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
ab7dd9873f82420f,135,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),08.02,2,Da Ordem Econômica e Financeira (arts. 170 a 192 da CF/1988),Atuação do Estado no Domínio Econômico (arts. 173 e 174 da CF/1988),,,Atuação do Estado no Domínio Econômico (arts. 173 e 174 da CF/1988),39,0.06,39,0.06,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
c1b8b2daf1af8916,136,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),08.03,2,Da Ordem Econômica e Financeira (arts. 170 a 192 da CF/1988),"Políticas Urbana, Agrária e Fundiária (arts. 182 a 191 da CF/1988)",,,"Políticas Urbana, Agrária e Fundiária (arts. 182 a 191 da CF/1988)",85,0.13,85,0.13,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
a79d24306f14daa1,137,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),08.04,2,Da Ordem Econômica e Financeira (arts. 170 a 192 da CF/1988),Sistema Financeiro Nacional (art. 192 da CF/1988),,,Sistema Financeiro Nacional (art. 192 da CF/1988),9,0.01,9,0.01,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
f369c0a33baae76c,139,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),09.01,2,Ordem Social (arts. 193 a 232 da CF/1988),Disposição Geral da Ordem Social (art. 193 da CF/1988),,,Disposição Geral da Ordem Social (art. 193 da CF/1988),6,0.01,6,0.01,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
f2cced420e2acd89,140,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),09.02,2,Ordem Social (arts. 193 a 232 da CF/1988),Seguridade Social (arts. 194 a 204 da CF/1988),,,Seguridade Social (arts. 194 a 204 da CF/1988),305,0.46,305,0.46,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
2630d9c09b89ba1c,145,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),09.03,2,Ordem Social (arts. 193 a 232 da CF/1988),"Da Educação, da Cultura e do Desporto (arts. 205 a 217 da CF/1988)",,,"Da Educação, da Cultura e do Desporto (arts. 205 a 217 da CF/1988)",243,0.36,243,0.36,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
b6d60481a109f047,146,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),09.04,2,Ordem Social (arts. 193 a 232 da CF/1988),Da Ciência e Tecnologia (arts. 218 e 219 da CF/1988),,,Da Ciência e Tecnologia (arts. 218 e 219 da CF/1988),32,0.05,32,0.05,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
fcc831101429df9a,147,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),09.05,2,Ordem Social (arts. 193 a 232 da CF/1988),Da Comunicação Social (arts. 220 a 224 da CF/1988),,,Da Comunicação Social (arts. 220 a 224 da CF/1988),88,0.13,88,0.13,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
106c096a06a62618,148,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),09.06,2,Ordem Social (arts. 193 a 232 da CF/1988),Do Meio Ambiente (art. 225 da CF/1988),,,Do Meio Ambiente (art. 225 da CF/1988),101,0.15,101,0.15,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
30b2920cf4571204,149,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),09.07,2,Ordem Social (arts. 193 a 232 da CF/1988),"Da Família, da Criança, do Adolescente e do Idoso (arts. 226 a 230 da CF/1988)",,,"Da Família, da Criança, do Adolescente e do Idoso (arts. 226 a 230 da CF/1988)",43,0.06,43,0.06,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
ad4a5bcb59e2014b,150,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),09.08,2,Ordem Social (arts. 193 a 232 da CF/1988),Dos Índios (arts. 231 e 232 da CF/1988),,,Dos Índios (arts. 231 e 232 da CF/1988),65,0.1,65,0.1,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
a55efc266c817ba1,153,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),11.01,2,Disposições Finais e Transitórias da CF/1988,Ato das Disposições Constitucionais Transitórias - ADCT,,,Ato das Disposições Constitucionais Transitórias - ADCT,26,0.04,26,0.04,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
fa4132a5eefdef5d,154,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),11.02,2,Disposições Finais e Transitórias da CF/1988,Emenda Constitucional nº 103/2019  (arts. 3º a 34) - Reforma da Previdência,,,Emenda Constitucional nº 103/2019  (arts. 3º a 34) - Reforma da Previdência,19,0.03,19,0.03,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
172b5893b674f475,156,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),12.01,2,Controle de Constitucionalidade,"Introdução, Pressupostos e Tipos de Inconstitucionalidade",,,"Introdução, Pressupostos e Tipos de Inconstitucionalidade",72,0.11,72,0.11,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
5a9f7da873142f45,157,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),12.02,2,Controle de Constitucionalidade,Controle de Constitucionalidade no Mundo e Histórico do Controle de Constitucionalidade no Brasil,,,Controle de Constitucionalidade no Mundo e Histórico do Controle de Constitucionalidade no Brasil,27,0.04,27,0.04,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
ad232b9ca81e1dda,158,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),12.03,2,Controle de Constitucionalidade,Formas de Controle de Constitucionalidade,,,Formas de Controle de Constitucionalidade,563,0.84,563,0.84,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
46388f05b8f0b56c,166,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),12.04,2,Controle de Constitucionalidade,Controle de Constitucionalidade pelos Tribunais de Justiça dos Estados,,,Controle de Constitucionalidade pelos Tribunais de Justiça dos Estados,43,0.06,43,0.06,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
817c6956aeb36abf,167,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),12.05,2,Controle de Constitucionalidade,Questões Mescladas de Controle de Constitucionalidade,,,Questões Mescladas de Controle de Constitucionalidade,129,0.19,129,0.19,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
b8a0fe353f217722,169,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.01,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Direitos e Deveres Individuais e Coletivos,,,Jurisprudência dos Tribunais Superiores sobre Direitos e Deveres Individuais e Coletivos,168,0.25,168,0.25,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
a3748e0737ab8624,170,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.02,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Remédios Constitucionais,,,Jurisprudência dos Tribunais Superiores sobre Remédios Constitucionais,88,0.13,88,0.13,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
4cea69b685f24e9c,171,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.03,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Direitos Sociais e dos Trabalhadores,,,Jurisprudência dos Tribunais Superiores sobre Direitos Sociais e dos Trabalhadores,31,0.05,31,0.05,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
ca7d1c25fa8013a8,172,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.04,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Nacionalidade,,,Jurisprudência dos Tribunais Superiores sobre Nacionalidade,7,0.01,7,0.01,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
4f590ed1a723791d,173,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.05,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Direitos Políticos,,,Jurisprudência dos Tribunais Superiores sobre Direitos Políticos,11,0.02,11,0.02,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
4ed9e6b89a2830a1,174,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.06,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Partidos Políticos,,,Jurisprudência dos Tribunais Superiores sobre Partidos Políticos,2,0.0,2,0.0,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
5b1602159d9f6a4a,175,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.07,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Organização Político-Administrativa,,,Jurisprudência dos Tribunais Superiores sobre Organização Político-Administrativa,13,0.02,13,0.02,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
7341b7eacb7d8cc4,176,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.08,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,"Jurisprudência dos Tribunais Superiores sobre Organização, Competências e Bens dos Entes Federativos",,,"Jurisprudência dos Tribunais Superiores sobre Organização, Competências e Bens dos Entes Federativos",88,0.13,88,0.13,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
ac47323df93a0851,177,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.09,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Intervenção Federal e Estadual,,,Jurisprudência dos Tribunais Superiores sobre Intervenção Federal e Estadual,11,0.02,11,0.02,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
cd1f1ab1ab25785c,178,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.10,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Administração Pública,,,Jurisprudência dos Tribunais Superiores sobre Administração Pública,121,0.18,121,0.18,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
54218dc67a6eb065,179,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.11,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,"Jurisprudência dos Tribunais Superiores sobre Congresso Nacional, Senado e Câmara dos Deputados",,,"Jurisprudência dos Tribunais Superiores sobre Congresso Nacional, Senado e Câmara dos Deputados",7,0.01,7,0.01,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
9b1f78768a4e9936,180,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.12,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Deputados e Senadores,,,Jurisprudência dos Tribunais Superiores sobre Deputados e Senadores,18,0.03,18,0.03,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
c1c71ba32cad6c54,181,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.13,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Comissões Parlamentares,,,Jurisprudência dos Tribunais Superiores sobre Comissões Parlamentares,22,0.03,22,0.03,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
f3c1620dd3d18030,182,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.14,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Processo Legislativo,,,Jurisprudência dos Tribunais Superiores sobre Processo Legislativo,43,0.06,43,0.06,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
703df47c6f886f3f,183,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.15,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,"Jurisprudência dos Tribunais Superiores sobre Fiscalização Contábil, Financeira e Orçamentária",,,"Jurisprudência dos Tribunais Superiores sobre Fiscalização Contábil, Financeira e Orçamentária",58,0.09,58,0.09,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
7b71ca7b63bedefe,184,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.16,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Poder Executivo,,,Jurisprudência dos Tribunais Superiores sobre Poder Executivo,20,0.03,20,0.03,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
f0f568d6c064d7d8,185,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.17,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Disposições Gerais do Poder Judiciário,,,Jurisprudência dos Tribunais Superiores sobre Disposições Gerais do Poder Judiciário,22,0.03,22,0.03,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
1a6d03d7cad20e93,186,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.18,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Órgãos do Poder Judiciário,,,Jurisprudência dos Tribunais Superiores sobre Órgãos do Poder Judiciário,56,0.08,56,0.08,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
2754b0b07a2138d1,187,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.19,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Funções Essenciais à Justiça,,,Jurisprudência dos Tribunais Superiores sobre Funções Essenciais à Justiça,87,0.13,87,0.13,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
ea4838ec76697f9f,188,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.20,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Segurança Pública,,,Jurisprudência dos Tribunais Superiores sobre Segurança Pública,14,0.02,14,0.02,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
6286fc6b3fc86aa4,189,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.21,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Sistema Tributário Nacional,,,Jurisprudência dos Tribunais Superiores sobre Sistema Tributário Nacional,30,0.04,30,0.04,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
6948a96a6b559dc8,190,const_detalhado,Direito Constitucional (CF/1988 e Doutrina),13.22,2,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,Jurisprudência dos Tribunais Superiores sobre Finanças Públicas,,,Jurisprudência dos Tribunais Superiores sobre Finanças Públicas,12,0.02,12,0.02,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
